Character,Vehicle,Tire,Glider,Speed_Land,Speed_Anti-G,Speed_Water,Speed_Gliding,Accel,Weight,Handling_Land,Handling_Anti-G,Handling_Water,Handling_Gliding,Traction,M-turbo,Invincib
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.75,2.75,2.0,2.5,3.75,2.25,4.25,4.25,4.25,4.25,3.0,4.25,5.0
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,2.75,1.75,2.25,3.0,3.0,3.5,3.5,3.75,3.5,3.5,3.75,5.5
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,3.25,3.0,2.0,2.5,3.0,2.25,4.5,4.5,4.25,4.25,2.25,3.75,5.25
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.0,3.25,2.0,2.25,3.25,2.0,4.5,4.5,4.25,4.5,2.25,4.0,5.0
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,3.25,1.75,2.5,3.0,2.5,4.5,4.25,4.5,4.25,2.0,3.75,5.25
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.0,3.25,1.75,2.25,3.25,2.25,4.5,4.25,4.5,4.5,2.0,4.0,5.0
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Slick / Cyber Slick,Super Glider / Waddle Wing / Hylian Kite,3.5,3.0,1.5,2.0,2.75,2.5,4.0,4.25,3.25,3.5,2.0,3.5,5.25
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Slick / Cyber Slick,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.5,3.25,1.25,2.0,2.75,2.75,4.0,4.0,3.5,3.5,1.75,3.5,5.25
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Metal,Super Glider / Waddle Wing / Hylian Kite,3.5,2.25,2.25,2.5,2.5,2.75,4.0,4.0,3.75,3.25,2.5,3.5,5.5
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.5,2.5,2.0,2.5,2.5,3.0,4.0,3.75,4.0,3.25,2.25,3.5,5.5
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,3.25,2.5,2.5,2.25,3.25,2.5,3.75,4.25,3.5,3.75,3.5,3.75,5.5
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.0,2.75,2.5,2.0,3.5,2.25,3.75,4.25,3.5,4.0,3.5,4.0,5.25
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,2.75,2.25,2.25,3.25,2.75,3.75,4.0,3.75,3.75,3.25,3.75,5.5
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Off-Road / Retro Off-Road / Triforce Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.0,2.75,2.25,2.0,3.5,2.5,3.75,4.0,3.75,4.0,3.25,4.0,5.25
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Cushion,Super Glider / Waddle Wing / Hylian Kite,2.75,2.25,1.75,3.0,3.5,2.0,4.0,4.25,3.5,4.0,3.5,4.25,5.5
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.5,2.5,1.75,2.75,3.75,1.75,4.0,4.25,3.5,4.25,3.5,4.5,5.25
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,2.5,1.5,3.0,3.5,2.25,4.0,4.0,3.75,4.0,3.25,4.25,5.5
Baby Rosalina / Lemmy,Circuit Special / B-Dasher / P-Wing,Cushion,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.5,2.5,1.5,2.75,3.75,2.0,4.0,4.0,3.75,4.25,3.25,4.5,5.25
Baby Rosalina / Lemmy,Badwagon / GLA,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,3.0,2.25,2.5,2.5,3.25,2.5,4.0,4.25,4.0,4.0,4.25,4.0,5.5
Baby Rosalina / Lemmy,Badwagon / GLA,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.75,2.5,2.5,2.25,3.5,2.25,4.0,4.25,4.0,4.25,4.25,4.25,5.25
Baby Rosalina / Lemmy,Badwagon / GLA,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,2.5,2.25,2.5,3.25,2.75,4.0,4.0,4.25,4.0,4.0,4.0,5.5
Baby Rosalina / Lemmy,Badwagon / GLA,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.75,2.5,2.25,2.25,3.5,2.5,4.0,4.0,4.25,4.25,4.0,4.25,5.25
Baby Rosalina / Lemmy,Badwagon / GLA,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,2.5,2.0,2.0,2.75,3.25,3.25,3.25,3.75,3.5,4.5,3.75,5.75
Baby Rosalina / Lemmy,Badwagon / GLA,Monster / Hot Monster,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.0,2.5,2.0,1.75,3.0,3.0,3.25,3.25,3.75,3.75,4.5,4.0,5.5
Baby Rosalina / Lemmy,Badwagon / GLA,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,3.25,2.75,2.25,2.25,2.75,2.5,4.25,4.25,4.25,4.25,3.25,3.75,5.5
Baby Rosalina / Lemmy,Badwagon / GLA,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.0,3.0,2.25,2.0,3.0,2.25,4.25,4.25,4.25,4.5,3.25,4.0,5.25
Baby Rosalina / Lemmy,Badwagon / GLA,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,3.0,2.0,2.25,2.75,2.75,4.25,4.0,4.5,4.25,3.0,3.75,5.5
Baby Rosalina / Lemmy,Badwagon / GLA,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.0,3.0,2.0,2.0,3.0,2.5,4.25,4.0,4.5,4.5,3.0,4.0,5.25
Baby Rosalina / Lemmy,Badwagon / GLA,Slick / Cyber Slick,Super Glider / Waddle Wing / Hylian Kite,3.5,2.75,1.75,1.75,2.5,2.75,3.75,4.0,3.25,3.5,3.0,3.5,5.5
Baby Rosalina / Lemmy,Badwagon / GLA,Slick / Cyber Slick,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.5,3.0,1.5,1.75,2.5,3.0,3.75,3.75,3.5,3.5,2.75,3.5,5.5
Baby Rosalina / Lemmy,Badwagon / GLA,Metal,Super Glider / Waddle Wing / Hylian Kite,3.5,2.0,2.5,2.25,2.25,3.0,3.75,3.75,3.75,3.25,3.5,3.5,5.75
Baby Rosalina / Lemmy,Badwagon / GLA,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.5,2.25,2.25,2.25,2.25,3.25,3.75,3.5,4.0,3.25,3.25,3.5,5.75
Baby Rosalina / Lemmy,Badwagon / GLA,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,3.25,2.25,2.75,2.0,3.0,2.75,3.5,4.0,3.5,3.75,4.5,3.75,5.75
Baby Rosalina / Lemmy,Badwagon / GLA,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.0,2.5,2.75,1.75,3.25,2.5,3.5,4.0,3.5,4.0,4.5,4.0,5.5
Baby Rosalina / Lemmy,Badwagon / GLA,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,2.5,2.5,2.0,3.0,3.0,3.5,3.75,3.75,3.75,4.25,3.75,5.75
Baby Rosalina / Lemmy,Badwagon / GLA,Off-Road / Retro Off-Road / Triforce Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.0,2.5,2.5,1.75,3.25,2.75,3.5,3.75,3.75,4.0,4.25,4.0,5.5
Baby Rosalina / Lemmy,Badwagon / GLA,Cushion,Super Glider / Waddle Wing / Hylian Kite,2.75,2.0,2.0,2.75,3.25,2.25,3.75,4.0,3.5,4.0,4.5,4.25,5.75
Baby Rosalina / Lemmy,Badwagon / GLA,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.5,2.25,2.0,2.5,3.5,2.0,3.75,4.0,3.5,4.25,4.5,4.5,5.5
Baby Rosalina / Lemmy,Badwagon / GLA,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,2.25,1.75,2.75,3.25,2.5,3.75,3.75,3.75,4.0,4.25,4.25,5.75
Baby Rosalina / Lemmy,Badwagon / GLA,Cushion,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.5,2.25,1.75,2.5,3.5,2.25,3.75,3.75,3.75,4.25,4.25,4.5,5.5
Baby Rosalina / Lemmy,Prancer,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,2.75,2.25,2.75,3.0,3.75,1.75,4.75,4.5,4.5,4.75,3.5,4.25,5.0
Baby Rosalina / Lemmy,Prancer,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.5,2.5,2.75,2.75,4.0,1.5,4.75,4.5,4.5,5.0,3.5,4.5,4.75
Baby Rosalina / Lemmy,Prancer,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,2.5,2.5,3.0,3.75,2.0,4.75,4.25,4.75,4.75,3.25,4.25,5.0
Baby Rosalina / Lemmy,Prancer,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,2.5,2.25,2.5,3.25,2.5,4.0,3.5,4.25,4.25,3.75,4.0,5.25
Baby Rosalina / Lemmy,Prancer,Roller / Azure Roller,Super Glider / Waddle Wing / Hylian Kite,2.25,1.75,2.75,3.0,4.25,1.25,5.0,4.75,4.75,5.0,3.25,4.75,3.75
Baby Rosalina / Lemmy,Prancer,Roller / Azure Roller,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.0,2.0,2.75,2.75,4.5,1.0,5.0,4.75,4.75,5.25,3.25,5.0,3.5
Baby Rosalina / Lemmy,Prancer,Roller / Azure Roller,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.25,2.0,2.5,3.0,4.25,1.5,5.0,4.5,5.0,5.0,3.0,4.75,3.75
Baby Rosalina / Lemmy,Prancer,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,3.0,2.75,2.5,2.75,3.25,1.75,5.0,4.5,4.75,5.0,2.5,4.0,5.0
Baby Rosalina / Lemmy,Prancer,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.75,3.0,2.5,2.5,3.5,1.5,5.0,4.5,4.75,5.25,2.5,4.25,4.75
Baby Rosalina / Lemmy,Prancer,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,3.0,2.25,2.75,3.25,2.0,5.0,4.25,5.0,5.0,2.25,4.0,5.0
Baby Rosalina / Lemmy,Prancer,Metal,Super Glider / Waddle Wing / Hylian Kite,3.25,2.0,2.75,2.75,2.75,2.25,4.5,4.0,4.25,4.0,2.75,3.75,5.25
Baby Rosalina / Lemmy,Prancer,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,2.25,2.5,2.75,2.75,2.5,4.5,3.75,4.5,4.0,2.5,3.75,5.25
Baby Rosalina / Lemmy,Prancer,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,3.0,2.25,3.0,2.5,3.5,2.0,4.25,4.25,4.0,4.5,3.75,4.0,5.25
Baby Rosalina / Lemmy,Prancer,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.75,2.5,3.0,2.25,3.75,1.75,4.25,4.25,4.0,4.75,3.75,4.25,5.0
Baby Rosalina / Lemmy,Prancer,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,2.5,2.75,2.5,3.5,2.25,4.25,4.0,4.25,4.5,3.5,4.0,5.25
Baby Rosalina / Lemmy,Prancer,Cushion,Super Glider / Waddle Wing / Hylian Kite,2.5,2.0,2.25,3.25,3.75,1.5,4.5,4.25,4.0,4.75,3.75,4.5,5.25
Baby Rosalina / Lemmy,Prancer,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.25,2.25,2.25,3.0,4.0,1.25,4.5,4.25,4.0,5.0,3.75,4.75,5.0
Baby Rosalina / Lemmy,Prancer,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,2.25,2.0,3.25,3.75,1.75,4.5,4.0,4.25,4.75,3.5,4.5,5.25
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,1.75,2.0,2.25,2.5,5.0,1.5,5.25,5.25,4.75,5.0,4.0,5.0,3.75
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.5,2.25,2.25,2.25,5.25,1.25,5.25,5.25,4.75,5.25,4.0,5.25,3.5
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,1.75,2.25,2.0,2.5,5.0,1.75,5.25,5.0,5.0,5.0,3.75,5.0,3.75
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.5,2.25,2.0,2.25,5.25,1.5,5.25,5.0,5.0,5.25,3.75,5.25,3.5
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.0,2.25,1.75,2.0,4.5,2.25,4.5,4.25,4.5,4.5,4.25,4.75,4.0
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Monster / Hot Monster,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.75,2.25,1.75,1.75,4.75,2.0,4.5,4.25,4.5,4.75,4.25,5.0,3.75
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Roller / Azure Roller,Super Glider / Waddle Wing / Hylian Kite,1.25,1.5,2.25,2.5,5.5,1.0,5.5,5.5,5.0,5.25,3.75,5.5,2.5
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Roller / Azure Roller,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.0,1.75,2.25,2.25,5.75,0.75,5.5,5.5,5.0,5.5,3.75,5.75,2.25
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Roller / Azure Roller,Wario Wing / Plane Glider / Gold Glider / Paraglider,1.25,1.75,2.0,2.5,5.5,1.25,5.5,5.25,5.25,5.25,3.5,5.5,2.5
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Roller / Azure Roller,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.0,1.75,2.0,2.25,5.75,1.0,5.5,5.25,5.25,5.5,3.5,5.75,2.25
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,2.0,2.5,2.0,2.25,4.5,1.5,5.5,5.25,5.0,5.25,3.0,4.75,3.75
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.75,2.75,2.0,2.0,4.75,1.25,5.5,5.25,5.0,5.5,3.0,5.0,3.5
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.0,2.75,1.75,2.25,4.5,1.75,5.5,5.0,5.25,5.25,2.75,4.75,3.75
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.75,2.75,1.75,2.0,4.75,1.5,5.5,5.0,5.25,5.5,2.75,5.0,3.5
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Button / Leaf Tires,Super Glider / Waddle Wing / Hylian Kite,1.5,2.0,2.0,2.25,5.25,1.0,5.25,5.5,4.75,4.75,3.5,5.25,3.25
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Button / Leaf Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.25,2.25,2.0,2.0,5.5,0.75,5.25,5.5,4.75,5.0,3.5,5.5,3.0
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Button / Leaf Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,1.5,2.25,1.75,2.25,5.25,1.25,5.25,5.25,5.0,4.75,3.25,5.25,3.25
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Button / Leaf Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.25,2.25,1.75,2.0,5.5,1.0,5.25,5.25,5.0,5.0,3.25,5.5,3.0
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.75,2.25,2.5,1.75,5.0,1.5,4.75,5.0,4.25,5.0,4.25,5.0,3.75
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.0,2.25,2.25,2.0,4.75,2.0,4.75,4.75,4.5,4.75,4.0,4.75,4.0
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Off-Road / Retro Off-Road / Triforce Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.75,2.25,2.25,1.75,5.0,1.75,4.75,4.75,4.5,5.0,4.0,5.0,3.75
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Cushion,Super Glider / Waddle Wing / Hylian Kite,1.5,1.75,1.75,2.75,5.0,1.25,5.0,5.0,4.25,5.0,4.25,5.25,4.0
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.25,2.0,1.75,2.5,5.25,1.0,5.0,5.0,4.25,5.25,4.25,5.5,3.75
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,1.5,2.0,1.5,2.75,5.0,1.5,5.0,4.75,4.5,5.0,4.0,5.25,4.0
Baby Rosalina / Lemmy,Biddybuggy / Mr Scooty,Cushion,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.25,2.0,1.5,2.5,5.25,1.25,5.0,4.75,4.5,5.25,4.0,5.5,3.75
Baby Rosalina / Lemmy,Streetle,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,2.25,1.5,3.25,2.75,4.75,1.5,5.0,4.5,5.0,4.75,4.5,4.75,4.5
Baby Rosalina / Lemmy,Streetle,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.0,1.75,3.25,2.5,5.0,1.25,5.0,4.5,5.0,5.0,4.5,5.0,4.25
Baby Rosalina / Lemmy,Streetle,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.25,1.75,3.0,2.75,4.75,1.75,5.0,4.25,5.25,4.75,4.25,4.75,4.5
Baby Rosalina / Lemmy,Streetle,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.0,1.75,3.0,2.5,5.0,1.5,5.0,4.25,5.25,5.0,4.25,5.0,4.25
Baby Rosalina / Lemmy,Streetle,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,1.75,2.75,2.25,4.25,2.25,4.25,3.5,4.75,4.25,4.75,4.5,4.75
Baby Rosalina / Lemmy,Streetle,Monster / Hot Monster,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,1.75,2.75,2.0,4.5,2.0,4.25,3.5,4.75,4.5,4.75,4.75,4.5
Baby Rosalina / Lemmy,Streetle,Roller / Azure Roller,Super Glider / Waddle Wing / Hylian Kite,1.75,1.0,3.25,2.75,5.25,1.0,5.25,4.75,5.25,5.0,4.25,5.25,3.25
Baby Rosalina / Lemmy,Streetle,Roller / Azure Roller,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.5,1.25,3.25,2.5,5.5,0.75,5.25,4.75,5.25,5.25,4.25,5.5,3.0
Baby Rosalina / Lemmy,Streetle,Roller / Azure Roller,Wario Wing / Plane Glider / Gold Glider / Paraglider,1.75,1.25,3.0,2.75,5.25,1.25,5.25,4.5,5.5,5.0,4.0,5.25,3.25
Baby Rosalina / Lemmy,Streetle,Roller / Azure Roller,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.5,1.25,3.0,2.5,5.5,1.0,5.25,4.5,5.5,5.25,4.0,5.5,3.0
Baby Rosalina / Lemmy,Streetle,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,2.5,2.0,3.0,2.5,4.25,1.5,5.25,4.5,5.25,5.0,3.5,4.5,4.5
Baby Rosalina / Lemmy,Streetle,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.25,2.25,3.0,2.25,4.5,1.25,5.25,4.5,5.25,5.25,3.5,4.75,4.25
Baby Rosalina / Lemmy,Streetle,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,2.25,2.75,2.5,4.25,1.75,5.25,4.25,5.5,5.0,3.25,4.5,4.5
Baby Rosalina / Lemmy,Streetle,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,2.25,2.75,2.25,4.5,1.5,5.25,4.25,5.5,5.25,3.25,4.75,4.25
Baby Rosalina / Lemmy,Streetle,Metal,Super Glider / Waddle Wing / Hylian Kite,2.75,1.25,3.25,2.5,3.75,2.0,4.75,4.0,4.75,4.0,3.75,4.25,4.75
Baby Rosalina / Lemmy,Streetle,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,1.5,3.0,2.5,3.75,2.25,4.75,3.75,5.0,4.0,3.5,4.25,4.75
Baby Rosalina / Lemmy,Streetle,Button / Leaf Tires,Super Glider / Waddle Wing / Hylian Kite,2.0,1.5,3.0,2.5,5.0,1.0,5.0,4.75,5.0,4.5,4.0,5.0,4.0
Baby Rosalina / Lemmy,Streetle,Button / Leaf Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.75,1.75,3.0,2.25,5.25,0.75,5.0,4.75,5.0,4.75,4.0,5.25,3.75
Baby Rosalina / Lemmy,Streetle,Button / Leaf Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.0,1.75,2.75,2.5,5.0,1.25,5.0,4.5,5.25,4.5,3.75,5.0,4.0
Baby Rosalina / Lemmy,Streetle,Button / Leaf Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.75,1.75,2.75,2.25,5.25,1.0,5.0,4.5,5.25,4.75,3.75,5.25,3.75
Baby Rosalina / Lemmy,Streetle,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,2.5,1.5,3.5,2.25,4.5,1.75,4.5,4.25,4.5,4.5,4.75,4.5,4.75
Baby Rosalina / Lemmy,Streetle,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.25,1.75,3.5,2.0,4.75,1.5,4.5,4.25,4.5,4.75,4.75,4.75,4.5
Baby Rosalina / Lemmy,Streetle,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,1.75,3.25,2.25,4.5,2.0,4.5,4.0,4.75,4.5,4.5,4.5,4.75
Baby Rosalina / Lemmy,Streetle,Off-Road / Retro Off-Road / Triforce Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,1.75,3.25,2.0,4.75,1.75,4.5,4.0,4.75,4.75,4.5,4.75,4.5
Baby Rosalina / Lemmy,Streetle,Cushion,Super Glider / Waddle Wing / Hylian Kite,2.0,1.25,2.75,3.0,4.75,1.25,4.75,4.25,4.5,4.75,4.75,5.0,4.75
Baby Rosalina / Lemmy,Streetle,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.75,1.5,2.75,2.75,5.0,1.0,4.75,4.25,4.5,5.0,4.75,5.25,4.5
Baby Rosalina / Lemmy,Streetle,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.0,1.5,2.5,3.0,4.75,1.5,4.75,4.0,4.75,4.75,4.5,5.0,4.75
Baby Rosalina / Lemmy,Streetle,Cushion,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.75,1.5,2.5,2.75,5.0,1.25,4.75,4.0,4.75,5.0,4.5,5.25,4.5
Baby Rosalina / Lemmy,Sneeker,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,2.75,2.25,2.5,3.0,3.75,2.0,4.75,4.75,4.25,4.5,3.0,4.25,5.0
Baby Rosalina / Lemmy,Sneeker,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,2.5,2.25,3.0,3.75,2.25,4.75,4.5,4.5,4.5,2.75,4.25,5.0
Baby Rosalina / Lemmy,Sneeker,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,3.0,2.75,2.25,2.75,3.25,2.0,5.0,4.75,4.5,4.75,2.0,4.0,5.0
Baby Rosalina / Lemmy,Sneeker,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,3.0,2.0,2.75,3.25,2.25,5.0,4.5,4.75,4.75,1.75,4.0,5.0
Baby Rosalina / Lemmy,Sneeker,Metal,Super Glider / Waddle Wing / Hylian Kite,3.25,2.0,2.5,2.75,2.75,2.5,4.5,4.25,4.0,3.75,2.25,3.75,5.25
Baby Rosalina / Lemmy,Sneeker,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,2.25,2.25,2.75,2.75,2.75,4.5,4.0,4.25,3.75,2.0,3.75,5.25
Baby Rosalina / Lemmy,Sneeker,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,3.0,2.25,2.75,2.5,3.5,2.25,4.25,4.5,3.75,4.25,3.25,4.0,5.25
Baby Rosalina / Lemmy,Sneeker,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,2.5,2.5,2.5,3.5,2.5,4.25,4.25,4.0,4.25,3.0,4.0,5.25
